latitude,longtitude,depth,temperature,time
,,3.532,20.0,1712827276653
,,3.532,20.0,1712827276745
,,3.532,20.0,1712827276787
,,3.532,20.0,1712827276879
,,3.532,20.0,1712827276922
,,3.532,20.0,1712827277015
,,3.505,20.0,1712827277058
,,3.505,20.0,1712827277156
40.46514666666667,22.852403333333335,3.505,,1712827277156
,,3.477,20.0,1712827277207
,,3.477,20.0,1712827277474
,,3.477,20.0,1712827277602
,,3.505,20.0,1712827277683
,,3.505,20.0,1712827277789
,,3.477,20.0,1712827277811
,,3.477,20.0,1712827277885
,,3.505,20.0,1712827278037
,,3.505,20.0,1712827278040
,,3.505,20.0,1712827278079
,,3.505,20.0,1712827278152
40.46514666666667,22.852403333333335,3.505,,1712827278152
,,3.505,20.0,1712827278320
,,3.505,20.0,1712827278352
,,3.532,20.0,1712827278446
,,3.532,20.0,1712827278488
,,3.532,20.0,1712827278554
,,3.532,20.0,1712827278702
,,3.532,20.0,1712827278854
,,3.532,20.0,1712827278899
,,3.505,20.0,1712827278978
,,3.505,20.0,1712827279101
,,3.505,20.0,1712827279111
40.46514666666667,22.852403333333335,3.505,,1712827279111
,,3.505,20.0,1712827279185
,,3.505,20.0,1712827279262
,,3.505,20.0,1712827279303
,,3.505,20.0,1712827279372
,,3.505,20.0,1712827279441
,,3.477,20.0,1712827279508
,,3.477,20.0,1712827279602
,,3.477,20.0,1712827279644
,,3.477,20.0,1712827279724
,,3.477,20.0,1712827279778
,,3.477,20.0,1712827279847
,,3.477,20.0,1712827279954
,,3.477,20.0,1712827279984
,,3.477,20.0,1712827280065
,,3.477,20.0,1712827280122
40.46514666666667,22.852403333333335,3.477,,1712827280122
,,3.477,20.0,1712827280188
,,3.477,20.0,1712827280323
,,3.505,20.0,1712827280416
,,3.505,20.0,1712827280547
,,3.505,20.0,1712827280594
,,3.505,20.0,1712827280752
,,3.505,20.0,1712827280761
,,3.505,20.0,1712827280798
,,3.505,20.0,1712827280954
,,3.505,20.0,1712827281002
,,3.505,20.0,1712827281071
,,3.505,20.0,1712827281140
40.46514666666667,22.852403333333335,3.505,,1712827281140
,,3.505,20.0,1712827281240
,,3.505,20.0,1712827281275
,,3.505,20.0,1712827281513
,,3.477,20.0,1712827281641
,,3.477,20.0,1712827281686
,,3.477,20.0,1712827281750
,,3.477,20.0,1712827281876
,,3.477,20.0,1712827281890
,,3.477,20.0,1712827281959
,,3.477,20.0,1712827282044
,,3.477,20.0,1712827282090
,,3.477,20.0,1712827282195
40.46514666666667,22.852403333333335,3.477,,1712827282195
,,3.505,20.0,1712827282228
,,3.505,20.0,1712827282362
,,3.505,20.0,1712827282434
,,3.505,20.0,1712827282593
,,3.505,20.0,1712827282600
,,3.505,20.0,1712827282640
,,3.505,20.0,1712827282767
,,3.477,20.0,1712827282773
,,3.477,20.0,1712827282838
,,3.505,20.0,1712827282906
,,3.505,20.0,1712827282974
,,3.477,20.0,1712827283042
,,3.477,20.0,1712827283111
40.46514666666667,22.852403333333335,3.477,,1712827283111
,,3.477,20.0,1712827283203
,,3.477,20.0,1712827283247
,,3.477,20.0,1712827283343
,,3.477,20.0,1712827283394
,,3.477,20.0,1712827283459
,,3.477,20.0,1712827283538
,,3.477,20.0,1712827283744
,,3.477,20.0,1712827283810
,,3.477,20.0,1712827283904
,,3.477,20.0,1712827283926
,,3.477,20.0,1712827283996
,,3.505,20.0,1712827284154
40.46514666666667,22.852403333333335,3.505,,1712827284154
,,3.505,20.0,1712827284282
,,3.505,20.0,1712827284358
,,3.505,20.0,1712827284402
,,3.505,20.0,1712827284486
,,3.505,20.0,1712827284565
,,3.532,20.0,1712827284693
,,3.532,20.0,1712827284880
,,3.532,20.0,1712827285015
,,3.532,20.0,1712827285082
,,3.532,20.0,1712827285151
40.46514666666667,22.852403333333335,3.532,,1712827285151
,,3.505,20.0,1712827285310
,,3.505,20.0,1712827285330
,,3.505,20.0,1712827285354
,,3.505,20.0,1712827285485
,,3.505,20.0,1712827285493
,,3.505,20.0,1712827285655
,,3.477,20.0,1712827285669
,,3.477,20.0,1712827285694
,,3.477,20.0,1712827285844
,,3.477,20.0,1712827285898
,,3.477,20.0,1712827286104
40.46514666666667,22.852403333333335,3.477,,1712827286104
,,3.477,20.0,1712827286180
,,3.477,20.0,1712827286340
,,3.505,20.0,1712827286377
,,3.505,20.0,1712827286537
,,3.505,20.0,1712827286580
,,3.505,20.0,1712827286735
,,3.505,20.0,1712827286783
,,3.477,20.0,1712827286965
,,3.505,20.0,1712827287002
,,3.505,20.0,1712827287168
40.465145,22.852404999999997,3.505,,1712827287168
,,3.505,20.0,1712827287406
,,3.532,20.0,1712827287564
,,3.505,20.0,1712827287601
,,3.505,20.0,1712827287765
,,3.477,20.0,1712827287803
,,3.505,20.0,1712827287969
,,3.505,20.0,1712827288006
,,3.505,20.0,1712827288230
,,3.505,20.0,1712827288239
40.46514666666667,22.852404999999997,3.505,,1712827288239
,,3.505,20.0,1712827288249
,,3.505,20.0,1712827288281
,,3.505,20.0,1712827288366
,,3.477,20.0,1712827288414
,,3.477,20.0,1712827288482
,,3.505,20.0,1712827288550
,,3.505,20.0,1712827288619
,,3.505,20.0,1712827288715
,,3.532,20.0,1712827288753
,,3.532,20.0,1712827288823
,,3.532,20.0,1712827288890
,,3.532,20.0,1712827288958
,,3.532,20.0,1712827289026
,,3.532,20.0,1712827289123
40.465145,22.852404999999997,3.532,,1712827289123
,,3.532,20.0,1712827289169
,,3.532,20.0,1712827289248
,,3.532,20.0,1712827289300
,,3.505,20.0,1712827289396
,,3.532,20.0,1712827289436
,,3.505,20.0,1712827289529
,,3.505,20.0,1712827289574
,,3.505,20.0,1712827289664
,,3.505,20.0,1712827289708
,,3.505,20.0,1712827289777
,,3.505,20.0,1712827289876
,,3.505,20.0,1712827289911
,,3.505,20.0,1712827290003
,,3.505,20.0,1712827290046
,,3.505,20.0,1712827290114
40.465145,22.852404999999997,3.505,,1712827290114
,,3.532,20.0,1712827290272
,,3.505,20.0,1712827290276
,,3.532,20.0,1712827290478
,,3.532,20.0,1712827290483
,,3.532,20.0,1712827290522
,,3.532,20.0,1712827290596
,,3.477,20.0,1712827290679
,,3.477,20.0,1712827290726
,,3.477,20.0,1712827290796
,,3.477,20.0,1712827290887
,,3.477,20.0,1712827290931
,,3.477,20.0,1712827291034
,,3.477,20.0,1712827291158
40.465145,22.852404999999997,3.477,,1712827291158
,,3.477,20.0,1712827291201
,,3.477,20.0,1712827291270
,,3.477,20.0,1712827291399
,,3.477,20.0,1712827291406
,,3.505,20.0,1712827291474
,,3.505,20.0,1712827291550
,,3.505,20.0,1712827291749
,,3.505,20.0,1712827291821
,,3.505,20.0,1712827291884
,,3.505,20.0,1712827292021
,,3.505,20.0,1712827292223
40.46514333333334,22.852404999999997,3.505,,1712827292223
,,3.477,20.0,1712827292564
,,3.477,20.0,1712827292633
,,3.505,20.0,1712827292700
,,3.505,20.0,1712827292768
,,3.505,20.0,1712827292859
,,3.477,20.0,1712827292903
,,3.477,20.0,1712827292984
,,3.477,20.0,1712827293139
,,3.477,20.0,1712827293146
40.46514333333334,22.852403333333335,3.477,,1712827293146
,,3.477,20.0,1712827293187
,,3.477,20.0,1712827293243
,,3.477,20.0,1712827293348
,,3.477,20.0,1712827293378
,,3.505,20.0,1712827293468
,,3.505,20.0,1712827293516
,,3.477,20.0,1712827293859
,,3.477,20.0,1712827293867
,,3.505,20.0,1712827293871
,,3.505,20.0,1712827293880
,,3.505,20.0,1712827293957
,,3.505,20.0,1712827293990
,,3.505,20.0,1712827294152
,,3.532,20.0,1712827294158
40.46514333333334,22.852404999999997,3.532,,1712827294158
,,3.532,20.0,1712827294370
,,3.532,20.0,1712827294374
,,3.532,20.0,1712827294397
,,3.532,20.0,1712827294465
,,3.532,20.0,1712827294600
,,3.532,20.0,1712827294637
,,3.532,20.0,1712827294673
,,3.532,20.0,1712827294920
,,3.532,20.0,1712827294954
,,3.532,20.0,1712827295077
,,3.532,20.0,1712827295244
40.46514333333334,22.852404999999997,3.532,,1712827295244
,,3.505,20.0,1712827295293
,,3.505,20.0,1712827295350
,,3.505,20.0,1712827295418
,,3.505,20.0,1712827295593
,,3.505,20.0,1712827295596
,,3.505,20.0,1712827295625
,,3.505,20.0,1712827295698
,,3.505,20.0,1712827296006
,,3.505,20.0,1712827296011
,,3.505,20.0,1712827296013
,,3.505,20.0,1712827296016
,,3.505,20.0,1712827296135
,,3.505,20.0,1712827296144
40.46514333333334,22.852403333333335,3.505,,1712827296144
,,3.505,20.0,1712827296165
,,3.505,20.0,1712827296476
,,3.505,20.0,1712827296696
,,3.505,20.0,1712827296700
,,3.505,20.0,1712827296712
,,3.505,20.0,1712827296805
,,3.532,20.0,1712827297016
,,3.505,20.0,1712827297033
,,3.505,20.0,1712827297132
40.46514333333334,22.852404999999997,3.505,,1712827297132
,,3.505,20.0,1712827297359
,,3.505,20.0,1712827297372
,,3.532,20.0,1712827297373
,,3.532,20.0,1712827297390
,,3.532,20.0,1712827297577
,,3.532,20.0,1712827297596
,,3.532,20.0,1712827297689
,,3.532,20.0,1712827297899
,,3.559,20.0,1712827297903
,,3.559,20.0,1712827298038
,,3.559,20.0,1712827298070
,,3.559,20.0,1712827298164
40.46514333333334,22.852403333333335,3.559,,1712827298164
,,3.559,20.0,1712827298206
,,3.559,20.0,1712827298277
,,3.532,20.0,1712827298343
,,3.505,20.0,1712827298411
,,3.505,20.0,1712827298530
,,3.505,20.0,1712827298546
,,3.505,20.0,1712827298651
,,3.505,20.0,1712827298688
,,3.477,20.0,1712827298778
,,3.477,20.0,1712827298819
,,3.477,20.0,1712827298923
,,3.477,20.0,1712827298968
,,3.477,20.0,1712827299072
,,3.477,20.0,1712827299091
40.46514333333334,22.852404999999997,3.477,,1712827299091
,,3.505,20.0,1712827299238
,,3.532,20.0,1712827299317
,,3.559,20.0,1712827299361
,,3.587,20.0,1712827299432
,,3.614,20.0,1712827299533
,,3.614,20.0,1712827299566
,,3.669,20.0,1712827299669
,,3.696,20.0,1712827299702
,,3.696,20.0,1712827299802
,,3.696,20.0,1712827299840
,,3.696,20.0,1712827299942
,,3.696,20.0,1712827299973
,,3.669,20.0,1712827300076
,,3.669,20.0,1712827300112
40.465145,22.852404999999997,3.669,,1712827300112
,,3.642,20.0,1712827300196
,,3.587,20.0,1712827300247
,,3.587,20.0,1712827300416
,,3.559,20.0,1712827300421
,,3.532,20.0,1712827300449
,,3.505,20.0,1712827300554
,,3.477,20.0,1712827300587
,,3.45,20.0,1712827300692
,,3.45,20.0,1712827300725
,,3.477,20.0,1712827300794
,,3.477,20.0,1712827300864
,,3.505,20.0,1712827300996
,,3.532,20.0,1712827301065
,,3.559,20.0,1712827301133
40.46514166666667,22.852403333333335,3.559,,1712827301133
,,3.559,20.0,1712827301205
,,3.559,20.0,1712827301302
,,3.587,20.0,1712827301336
,,3.614,20.0,1712827301474
,,3.614,20.0,1712827301610
,,3.642,20.0,1712827301712
,,3.642,20.0,1712827301742
,,3.614,20.0,1712827301850
,,3.614,20.0,1712827301880
,,3.587,20.0,1712827301984
,,3.559,20.0,1712827302015
,,3.559,20.0,1712827302162
,,3.559,20.0,1712827302171
40.46514,22.852401666666665,3.559,,1712827302171
,,3.532,20.0,1712827302218
,,3.532,20.0,1712827302287
,,3.532,20.0,1712827302354
,,3.532,20.0,1712827302433
,,3.532,20.0,1712827302772
,,3.532,20.0,1712827302779
,,3.532,20.0,1712827302783
,,3.532,20.0,1712827302787
,,3.532,20.0,1712827302831
,,3.559,20.0,1712827302971
,,3.559,20.0,1712827302978
,,3.587,20.0,1712827303050
40.465138333333336,22.852399999999996,3.587,,1712827303050
,,3.587,20.0,1712827303238
,,3.587,20.0,1712827303318
,,3.587,20.0,1712827303489
,,3.587,20.0,1712827303510
,,3.587,20.0,1712827303583
,,3.587,20.0,1712827303723
,,3.587,20.0,1712827303733
,,3.587,20.0,1712827303795
,,3.587,20.0,1712827304027
,,3.587,20.0,1712827304032
,,3.587,20.0,1712827304104
40.465136666666666,22.852395,3.587,,1712827304104
,,3.587,20.0,1712827304322
,,3.587,20.0,1712827304546
,,3.587,20.0,1712827304619
,,3.587,20.0,1712827304623
,,3.587,20.0,1712827304994
,,3.587,20.0,1712827304998
,,3.559,20.0,1712827305070
,,3.559,20.0,1712827305080
,,3.559,20.0,1712827305144
,,3.559,20.0,1712827305146
,,3.559,20.0,1712827305213
40.465135000000004,22.852393333333332,3.559,,1712827305213
,,3.559,20.0,1712827305222
,,3.559,20.0,1712827305446
,,3.559,20.0,1712827305449
,,3.559,20.0,1712827305523
,,3.532,20.0,1712827305667
,,3.505,20.0,1712827306072
,,3.505,20.0,1712827306096
40.465133333333334,22.852388333333337,3.505,,1712827306096
,,3.505,20.0,1712827306253
,,3.505,20.0,1712827306263
,,3.532,20.0,1712827306299
,,3.532,20.0,1712827306400
,,3.532,20.0,1712827306434
,,3.532,20.0,1712827306537
,,3.532,20.0,1712827306575
,,3.532,20.0,1712827306662
,,3.532,20.0,1712827306707
,,3.505,20.0,1712827306786
,,3.505,20.0,1712827306843
,,3.532,20.0,1712827306910
,,3.532,20.0,1712827307075
,,3.532,20.0,1712827307114
40.46513166666667,22.852386666666668,3.532,,1712827307114
,,3.505,20.0,1712827307219
,,3.505,20.0,1712827307251
,,3.505,20.0,1712827307355
,,3.505,20.0,1712827307386
,,3.505,20.0,1712827307481
,,3.532,20.0,1712827307523
,,3.532,20.0,1712827307626
,,3.532,20.0,1712827307658
,,3.532,20.0,1712827307762
,,3.532,20.0,1712827307828
,,3.532,20.0,1712827307864
,,3.532,20.0,1712827307932
,,3.532,20.0,1712827307999
,,3.532,20.0,1712827308096
,,3.532,20.0,1712827308135
40.46512833333334,22.852383333333332,3.532,,1712827308135
,,3.532,20.0,1712827308270
,,3.532,20.0,1712827308375
,,3.532,20.0,1712827308407
,,3.532,20.0,1712827308505
,,3.532,20.0,1712827308542
,,3.532,20.0,1712827308684
,,3.505,20.0,1712827308813
,,3.505,20.0,1712827308817
,,3.505,20.0,1712827308881
,,3.505,20.0,1712827308950
,,3.505,20.0,1712827309121
,,3.505,20.0,1712827309124
,,3.505,20.0,1712827309153
40.46512499999999,22.852381666666663,3.505,,1712827309153
,,3.505,20.0,1712827309257
,,3.505,20.0,1712827309291
,,3.505,20.0,1712827309394
,,3.505,20.0,1712827309427
,,3.505,20.0,1712827309528
,,3.505,20.0,1712827309563
,,3.505,20.0,1712827309668
,,3.505,20.0,1712827309705
,,3.505,20.0,1712827309785
,,3.505,20.0,1712827309834
,,3.505,20.0,1712827309932
,,3.505,20.0,1712827309969
,,3.505,20.0,1712827310063
,,3.505,20.0,1712827310110
40.46512333333333,22.852381666666663,3.505,,1712827310110
,,3.505,20.0,1712827310183
,,3.505,20.0,1712827310342
,,3.505,20.0,1712827310344
,,3.505,20.0,1712827310389
,,3.505,20.0,1712827310546
,,3.477,20.0,1712827310552
,,3.477,20.0,1712827310599
,,3.477,20.0,1712827310726
,,3.477,20.0,1712827310729
,,3.477,20.0,1712827310841
,,3.477,20.0,1712827310856
,,3.477,20.0,1712827310925
,,3.477,20.0,1712827311058
,,3.477,20.0,1712827311151
40.46512333333333,22.852383333333332,3.477,,1712827311151
,,3.477,20.0,1712827311311
,,3.505,20.0,1712827311330
,,3.505,20.0,1712827311547
,,3.505,20.0,1712827311687
,,3.505,20.0,1712827311699
,,3.505,20.0,1712827311852
,,3.505,20.0,1712827311876
,,3.505,20.0,1712827311943
,,3.505,20.0,1712827312010
,,3.505,20.0,1712827312079
,,3.505,20.0,1712827312173
40.46512166666666,22.852383333333332,3.505,,1712827312173
,,3.505,20.0,1712827312289
,,3.505,20.0,1712827312351
,,3.477,20.0,1712827312807
,,3.477,20.0,1712827312818
,,3.477,20.0,1712827312820
,,3.477,20.0,1712827312824
,,3.477,20.0,1712827312826
,,3.477,20.0,1712827312828
,,3.477,20.0,1712827312832
,,3.477,20.0,1712827312960
,,3.477,20.0,1712827313097
40.46512166666666,22.852384999999995,3.477,,1712827313097
,,3.477,20.0,1712827313191
,,3.477,20.0,1712827313302
,,3.477,20.0,1712827313414
,,3.477,20.0,1712827313437
,,3.477,20.0,1712827313540
,,3.477,20.0,1712827313575
,,3.505,20.0,1712827313652
,,3.505,20.0,1712827313709
,,3.505,20.0,1712827313778
,,3.505,20.0,1712827313962
,,3.505,20.0,1712827313981
,,3.505,20.0,1712827314117
40.46512166666666,22.852384999999995,3.505,,1712827314117
,,3.505,20.0,1712827314199
,,3.505,20.0,1712827314337
,,3.505,20.0,1712827314340
,,3.532,20.0,1712827314488
,,3.532,20.0,1712827314525
,,3.532,20.0,1712827314595
,,3.559,20.0,1712827314671
,,3.559,20.0,1712827314766
,,3.559,20.0,1712827314798
,,3.559,20.0,1712827314895
,,3.559,20.0,1712827314934
,,3.559,20.0,1712827315003
,,3.532,20.0,1712827315188
,,3.532,20.0,1712827315193
40.46512166666666,22.852386666666668,3.532,,1712827315193
,,3.532,20.0,1712827315207
,,3.532,20.0,1712827315509
,,3.505,20.0,1712827315513
,,3.532,20.0,1712827315545
,,3.505,20.0,1712827315626
,,3.505,20.0,1712827315823
,,3.505,20.0,1712827315828
,,3.505,20.0,1712827316281
,,3.532,20.0,1712827316290
,,3.559,20.0,1712827316293
,,3.559,20.0,1712827316305
40.46512166666666,22.852388333333337,3.559,,1712827316305
,,3.587,20.0,1712827316312
,,3.587,20.0,1712827316314
,,3.614,20.0,1712827316384
,,3.642,20.0,1712827316432
,,3.642,20.0,1712827316597
,,3.614,20.0,1712827316604
,,3.614,20.0,1712827316633
,,3.614,20.0,1712827316820
,,3.614,20.0,1712827316855
,,3.614,20.0,1712827316939
,,3.614,20.0,1712827316974
,,3.587,20.0,1712827317147
,,3.559,20.0,1712827317180
40.46512333333333,22.85239,3.559,,1712827317180
,,3.559,20.0,1712827317265
,,3.559,20.0,1712827317314
,,3.559,20.0,1712827317472
,,3.559,20.0,1712827317477
,,3.559,20.0,1712827317517
,,3.559,20.0,1712827317588
,,3.559,20.0,1712827317653
,,3.559,20.0,1712827317788
,,3.559,20.0,1712827317798
,,3.559,20.0,1712827317918
,,3.532,20.0,1712827317925
,,3.559,20.0,1712827318103
,,3.559,20.0,1712827318107
,,3.559,20.0,1712827318130
40.46512333333333,22.852393333333332,3.559,,1712827318130
,,3.559,20.0,1712827318226
,,3.559,20.0,1712827318296
,,3.559,20.0,1712827318334
,,3.559,20.0,1712827318471
,,3.532,20.0,1712827318539
,,3.532,20.0,1712827318608
,,3.532,20.0,1712827318799
,,3.532,20.0,1712827318808
,,3.559,20.0,1712827318810
,,3.532,20.0,1712827318877
,,3.532,20.0,1712827318946
,,3.532,20.0,1712827319158
40.46512333333333,22.852393333333332,3.532,,1712827319158
,,3.505,20.0,1712827319238
,,3.477,20.0,1712827319286
,,3.477,20.0,1712827319446
,,3.477,20.0,1712827319490
,,3.477,20.0,1712827319557
,,3.477,20.0,1712827319626
,,3.477,20.0,1712827319765
,,3.477,20.0,1712827319771
,,3.477,20.0,1712827319872
,,3.477,20.0,1712827319897
,,3.505,20.0,1712827320001
,,3.505,20.0,1712827320137
40.46512,22.85239,3.505,,1712827320137
,,3.505,20.0,1712827320170
,,3.505,20.0,1712827320238
,,3.532,20.0,1712827320308
,,3.532,20.0,1712827320379
,,3.532,20.0,1712827320489
,,3.505,20.0,1712827320511
,,3.505,20.0,1712827320584
,,3.505,20.0,1712827320692
,,3.505,20.0,1712827320714
,,3.505,20.0,1712827320790
,,3.505,20.0,1712827320897
,,3.505,20.0,1712827320918
,,3.477,20.0,1712827320992
,,3.477,20.0,1712827321101
,,3.477,20.0,1712827321124
40.46512,22.852386666666668,3.477,,1712827321124
,,3.477,20.0,1712827321259
,,3.477,20.0,1712827321325
,,3.477,20.0,1712827321395
,,3.477,20.0,1712827321462
,,3.505,20.0,1712827321597
,,3.505,20.0,1712827321700
,,3.505,20.0,1712827321733
,,3.532,20.0,1712827321803
,,3.532,20.0,1712827321870
,,3.532,20.0,1712827321937
,,3.532,20.0,1712827322006
,,3.505,20.0,1712827322074
,,3.532,20.0,1712827322174
40.46511833333333,22.852383333333332,3.532,,1712827322174
,,3.505,20.0,1712827322212
,,3.532,20.0,1712827322347
,,3.505,20.0,1712827322414
,,3.505,20.0,1712827322553
,,3.505,20.0,1712827322620
,,3.505,20.0,1712827322687
,,3.505,20.0,1712827322822
,,3.505,20.0,1712827323141
,,3.505,20.0,1712827323148
,,3.505,20.0,1712827323152
,,3.532,20.0,1712827323162
40.46511833333333,22.85237833333333,3.532,,1712827323162
,,3.532,20.0,1712827323228
,,3.532,20.0,1712827323296
,,3.532,20.0,1712827323369
,,3.532,20.0,1712827323437
,,3.532,20.0,1712827323569
,,3.532,20.0,1712827323705
,,3.532,20.0,1712827323841
,,3.532,20.0,1712827323944
,,3.532,20.0,1712827323977
,,3.532,20.0,1712827324073
,,3.532,20.0,1712827324117
40.465115,22.852373333333336,3.532,,1712827324117
,,3.505,20.0,1712827324199
,,3.505,20.0,1712827324253
,,3.532,20.0,1712827324320
,,3.505,20.0,1712827324388
,,3.532,20.0,1712827324481
,,3.532,20.0,1712827324521
,,3.532,20.0,1712827324627
,,3.532,20.0,1712827324762
,,3.532,20.0,1712827324794
,,3.532,20.0,1712827324888
,,3.532,20.0,1712827324929
,,3.532,20.0,1712827325032
,,3.532,20.0,1712827325065
40.465115,22.852368333333335,3.532,,1712827325065
,,3.532,20.0,1712827325220
,,3.532,20.0,1712827325504
,,3.532,20.0,1712827325509
,,3.505,20.0,1712827325517
,,3.505,20.0,1712827325541
,,3.477,20.0,1712827325644
,,3.477,20.0,1712827325781
,,3.477,20.0,1712827325814
,,3.505,20.0,1712827325949
,,3.477,20.0,1712827326024
,,3.505,20.0,1712827326094
,,3.505,20.0,1712827326154
40.465113333333335,22.852363333333333,3.505,,1712827326154
,,3.505,20.0,1712827326323
,,3.505,20.0,1712827326328
,,3.505,20.0,1712827326357
,,3.532,20.0,1712827326459
,,3.532,20.0,1712827326494
,,3.532,20.0,1712827326766
,,3.532,20.0,1712827326902
,,3.532,20.0,1712827326970
,,3.532,20.0,1712827327038
,,3.532,20.0,1712827327106
40.465113333333335,22.852358333333335,3.532,,1712827327106
,,3.532,20.0,1712827327209
,,3.532,20.0,1712827327242
,,3.532,20.0,1712827327346
,,3.532,20.0,1712827327484
,,3.532,20.0,1712827327618
,,3.532,20.0,1712827327650
,,3.532,20.0,1712827327759
,,3.505,20.0,1712827327784
,,3.505,20.0,1712827327887
,,3.532,20.0,1712827327989
,,3.532,20.0,1712827328131
,,3.505,20.0,1712827328142
40.465113333333335,22.852353333333333,3.505,,1712827328142
,,3.505,20.0,1712827328235
,,3.505,20.0,1712827328261
,,3.505,20.0,1712827328369
,,3.505,20.0,1712827328399
,,3.505,20.0,1712827328500
,,3.532,20.0,1712827328534
,,3.532,20.0,1712827328640
,,3.532,20.0,1712827328670
,,3.532,20.0,1712827328806
,,3.532,20.0,1712827328908
,,3.532,20.0,1712827328943
,,3.532,20.0,1712827329079
,,3.532,20.0,1712827329192
40.465113333333335,22.85234833333333,3.532,,1712827329192
,,3.532,20.0,1712827329216
,,3.532,20.0,1712827329287
,,3.532,20.0,1712827329397
,,3.532,20.0,1712827329418
,,3.532,20.0,1712827329490
,,3.532,20.0,1712827329600
,,3.532,20.0,1712827329622
,,3.532,20.0,1712827329696
,,3.532,20.0,1712827329805
,,3.532,20.0,1712827329827
,,3.532,20.0,1712827329895
,,3.532,20.0,1712827329962
,,3.532,20.0,1712827330214
40.465113333333335,22.852345,3.532,,1712827330214
,,3.532,20.0,1712827330235
,,3.532,20.0,1712827330474
,,3.559,20.0,1712827330609
,,3.559,20.0,1712827330645
,,3.559,20.0,1712827330778
,,3.559,20.0,1712827330935
,,3.559,20.0,1712827330943
,,3.559,20.0,1712827331055
,,3.559,20.0,1712827331066
,,3.559,20.0,1712827331340
40.465113333333335,22.852341666666668,3.559,,1712827331340
,,3.559,20.0,1712827331389
,,3.559,20.0,1712827331651
,,3.559,20.0,1712827331663
,,3.532,20.0,1712827331749
,,3.532,20.0,1712827331797
,,3.532,20.0,1712827331867
,,3.532,20.0,1712827331939
,,3.532,20.0,1712827332057
,,3.532,20.0,1712827332068
,,3.532,20.0,1712827332160
40.465113333333335,22.852336666666663,3.532,,1712827332160
,,3.532,20.0,1712827332205
,,3.532,20.0,1712827332308
,,3.532,20.0,1712827332341
,,3.559,20.0,1712827332409
,,3.559,20.0,1712827332564
,,3.559,20.0,1712827332568
,,3.559,20.0,1712827332747
,,3.559,20.0,1712827332895
,,3.559,20.0,1712827332954
,,3.559,20.0,1712827333053
40.465113333333335,22.85233333333333,3.559,,1712827333053
,,3.559,20.0,1712827333226
,,3.559,20.0,1712827333293
,,3.532,20.0,1712827333384
,,3.532,20.0,1712827333430
,,3.532,20.0,1712827333534
,,3.532,20.0,1712827333564
,,3.532,20.0,1712827333664
,,3.532,20.0,1712827333702
,,3.532,20.0,1712827333786
,,3.532,20.0,1712827333837
,,3.532,20.0,1712827333905
,,3.532,20.0,1712827333974
,,3.532,20.0,1712827334046
,,3.559,20.0,1712827334203
,,3.559,20.0,1712827334214
40.465109999999996,22.852328333333336,3.559,,1712827334214
,,3.559,20.0,1712827334254
,,3.559,20.0,1712827334406
,,3.559,20.0,1712827334410
,,3.559,20.0,1712827334454
,,3.559,20.0,1712827334663
,,3.559,20.0,1712827334666
,,3.559,20.0,1712827334722
,,3.559,20.0,1712827334789
,,3.559,20.0,1712827334974
,,3.559,20.0,1712827334977
,,3.559,20.0,1712827334994
,,3.559,20.0,1712827335087
,,3.587,20.0,1712827335129
40.46510833333333,22.852323333333334,3.587,,1712827335129
,,3.587,20.0,1712827335289
,,3.587,20.0,1712827335296
,,3.587,20.0,1712827335333
,,3.587,20.0,1712827335507
,,3.587,20.0,1712827335536
,,3.587,20.0,1712827335674
,,3.587,20.0,1712827335843
,,3.587,20.0,1712827335853
,,3.559,20.0,1712827335877
,,3.559,20.0,1712827335945
,,3.559,20.0,1712827336106
,,3.559,20.0,1712827336149
40.46510833333333,22.852320000000002,3.559,,1712827336149
,,3.559,20.0,1712827336401
,,3.559,20.0,1712827336502
,,3.587,20.0,1712827336560
,,3.559,20.0,1712827336763
,,3.587,20.0,1712827336841
,,3.587,20.0,1712827337074
,,3.587,20.0,1712827337086
,,3.587,20.0,1712827337092
40.46510833333333,22.85231666666667,3.587,,1712827337092
,,3.587,20.0,1712827337182
,,3.587,20.0,1712827337485
,,3.587,20.0,1712827337492
,,3.587,20.0,1712827337684
,,3.587,20.0,1712827337694
,,3.587,20.0,1712827337722
,,3.559,20.0,1712827337725
,,3.559,20.0,1712827337783
,,3.559,20.0,1712827337786
,,3.559,20.0,1712827337924
,,3.559,20.0,1712827337929
,,3.559,20.0,1712827337990
,,3.559,20.0,1712827338092
,,3.559,20.0,1712827338120
40.46510833333333,22.852314999999997,3.559,,1712827338120
,,3.559,20.0,1712827338260
,,3.559,20.0,1712827338604
,,3.559,20.0,1712827338609
,,3.559,20.0,1712827338610
,,3.587,20.0,1712827338733
,,3.587,20.0,1712827338768
,,3.559,20.0,1712827338801
,,3.587,20.0,1712827338869
,,3.587,20.0,1712827339056
,,3.587,20.0,1712827339060
,,3.587,20.0,1712827339089
,,3.587,20.0,1712827339169
40.465109999999996,22.852311666666665,3.587,,1712827339169
,,3.587,20.0,1712827339210
,,3.587,20.0,1712827339278
,,3.587,20.0,1712827339350
,,3.587,20.0,1712827339440
,,3.587,20.0,1712827339481
,,3.559,20.0,1712827339549
,,3.587,20.0,1712827339619
,,3.587,20.0,1712827339685
,,3.587,20.0,1712827339754
,,3.587,20.0,1712827339822
,,3.587,20.0,1712827339957
,,3.559,20.0,1712827340037
